0	0
0	109.05
1	109.05
1	108.05
2	108.05
2	107.05
3	107.05
3	106.05
4	106.05
4	105.05
5	105.05
5	104.05
6	104.05
6	103.05
7	103.05
7	102.05
8	102.05
8	101.05
9	101.05
9	110.05
10	110.05
10	109.05
11	109.05
11	108.05
12	108.05
12	107.05
13	107.05
13	106.05
14	106.05
14	105.05
15	105.05
15	104.05
16	104.05
16	103.05
17	103.05
17	102.05
18	102.05
18	101.05
19	101.05
19	100.05
20	100.05
20	109.05
21	109.05
21	108.05
22	108.05
22	107.05
23	107.05
23	116.05
24	116.05
24	115.05
25	115.05
25	114.05
26	114.05
26	113.05
27	113.05
27	112.05
28	112.05
28	111.05
29	111.05
29	110.05
30	110.05
30	109.05
31	109.05
31	108.05
32	108.05
32	107.05
33	107.05
33	106.05
34	106.05
34	105.05
35	105.05
35	104.05
36	104.05
36	103.05
37	103.05
37	102.05
38	102.05
38	101.05
39	101.05
39	110.05
40	110.05
40	109.05
41	109.05
41	108.05
42	108.05
42	107.05
43	107.05
43	106.05
44	106.05
44	105.05
45	105.05
45	104.05
46	104.05
46	103.05
47	103.05
47	102.05
48	102.05
48	101.05
49	101.05
49	100.05
50	100.05
50	99.05
51	99.05
51	103.25
52	103.25
52	87.35
53	87.35
53	87.35363636363637
54	87.35363636363637
54	86.34363636363636
55	86.34363636363636
55	85.33363636363637
56	85.33363636363637
56	84.32363636363635
57	84.32363636363635
57	83.31363636363636
58	83.31363636363636
58	82.30363636363637
59	82.30363636363637
59	81.29363636363637
60	81.29363636363637
60	80.28363636363636
61	80.28363636363636
61	88.36454545454545
62	88.36454545454545
62	87.35454545454546
63	87.35454545454546
63	86.34454545454545
64	86.34454545454545
64	85.33454545454546
65	85.33454545454546
65	84.32454545454544
66	84.32454545454544
66	89.36
67	89.36
67	74.80454545454546
68	74.80454545454546
68	74.55166666666666
69	74.55166666666666
69	73.5325
70	73.5325
70	72.51333333333334
71	72.51333333333334
71	71.49416666666667
72	71.49416666666667
72	70.47500000000001
73	70.47500000000001
73	69.45583333333333
74	69.45583333333333
74	68.43666666666667
75	68.43666666666667
75	67.4175
76	67.4175
76	74.73166666666667
77	74.73166666666667
77	73.71249999999999
78	73.71249999999999
78	81.02666666666666
79	81.02666666666666
79	80.00750000000001
80	80.00750000000001
80	78.98833333333333
81	78.98833333333333
81	77.96916666666667
82	77.96916666666667
82	76.95
83	76.95
83	75.93083333333334
84	75.93083333333334
84	74.91166666666668
85	74.91166666666668
85	73.8925
86	73.8925
86	72.87333333333333
87	72.87333333333333
87	71.85416666666667
88	71.85416666666667
88	70.835
89	70.835
89	78.14916666666666
90	78.14916666666666
90	77.13
91	77.13
91	76.11083333333333
92	76.11083333333333
92	75.09166666666667
93	75.09166666666667
93	74.0725
94	74.0725
94	73.05333333333333
95	73.05333333333333
95	72.03416666666666
96	72.03416666666666
96	71.015
97	71.015
97	78.16250000000001
98	78.16250000000001
98	64.72666666666667
99	64.72666666666667
99	62.76769230769231
100	62.76769230769231
100	61.980000000000004
101	61.980000000000004
101	79.55
102	79.55
102	78.526
103	78.526
103	77.502
104	77.502
104	86.478
105	86.478
105	85.454
106	85.454
106	84.42999999999999
107	84.42999999999999
107	83.40599999999999
108	83.40599999999999
108	82.38199999999999
109	82.38199999999999
109	91.358
110	91.358
110	90.334
111	90.334
111	90.85900000000001
112	90.85900000000001
112	74.986
113	74.986
113	79.5290909090909
114	79.5290909090909
114	86.46600000000001
115	86.46600000000001
115	91.9
116	91.9
116	75.98400000000001
117	75.98400000000001
117	75.82818181818182
118	75.82818181818182
118	74.76181818181819
119	74.76181818181819
119	73.69545454545454
120	73.69545454545454
120	72.6290909090909
121	72.6290909090909
121	71.56272727272727
122	71.56272727272727
122	70.49636363636364
123	70.49636363636364
123	69.43
124	69.43
124	68.36363636363636
125	68.36363636363636
125	67.29727272727273
126	67.29727272727273
126	66.2309090909091
127	66.2309090909091
127	65.16454545454545
128	65.16454545454545
128	71.09818181818181
129	71.09818181818181
129	56.48636363636364
130	56.48636363636364
130	56.85583333333333
131	56.85583333333333
131	64.17
132	64.17
132	63.12166666666667
133	63.12166666666667
133	62.07333333333333
134	62.07333333333333
134	61.025
135	61.025
135	59.97666666666667
136	59.97666666666667
136	58.928333333333335
137	58.928333333333335
137	57.879999999999995
138	57.879999999999995
138	56.83166666666667
139	56.83166666666667
139	55.78333333333333
140	55.78333333333333
140	54.73500000000001
141	54.73500000000001
141	53.68666666666667
142	53.68666666666667
142	52.63833333333334
143	52.63833333333334
143	51.589999999999996
144	51.589999999999996
144	50.541666666666664
145	50.541666666666664
145	49.49333333333333
146	49.49333333333333
146	48.44499999999999
147	48.44499999999999
147	47.39666666666667
148	47.39666666666667
148	46.410000000000004
149	46.410000000000004
149	45.576666666666675
150	45.576666666666675
150	53.69200000000001
151	53.69200000000001
151	52.742
152	52.742
152	61.842000000000006
153	61.842000000000006
153	78.00666666666666
154	78.00666666666666
154	60.455555555555556
155	60.455555555555556
155	59.144000000000005
156	59.144000000000005
156	58.123000000000005
157	58.123000000000005
157	57.06699999999999
158	57.06699999999999
158	61.911
159	61.911
159	55.955
160	55.955
160	58.093636363636364
161	58.093636363636364
161	57.00090909090909
162	57.00090909090909
162	55.908181818181816
163	55.908181818181816
163	54.81545454545455
164	54.81545454545455
164	53.722727272727276
165	53.722727272727276
165	52.63
166	52.63
166	51.537272727272736
167	51.537272727272736
167	50.444545454545455
168	50.444545454545455
168	58.442727272727275
169	58.442727272727275
169	57.349999999999994
170	57.349999999999994
170	56.25727272727272
171	56.25727272727272
171	55.16454545454545
172	55.16454545454545
172	54.07181818181818
173	54.07181818181818
173	52.97909090909091
174	52.97909090909091
174	51.88636363636363
175	51.88636363636363
175	50.79363636363637
176	50.79363636363637
176	49.70090909090909
177	49.70090909090909
177	52.807500000000005
178	52.807500000000005
178	51.722500000000004
179	51.722500000000004
179	54.357692307692304
180	54.357692307692304
180	53.27923076923077
181	53.27923076923077
181	52.22769230769231
182	52.22769230769231
182	54.56714285714286
183	54.56714285714286
183	53.494285714285716
184	53.494285714285716
184	55.526666666666664
185	55.526666666666664
185	65.58117647058825
186	65.58117647058825
186	64.52117647058824
187	64.52117647058824
187	65.43555555555555
188	65.43555555555555
188	66.20105263157895
189	66.20105263157895
189	71.84
190	71.84
190	72.1704761904762
191	72.1704761904762
191	72.42772727272728
192	72.42772727272728
192	80.46545454545455
193	80.46545454545455
193	80.26391304347825
194	80.26391304347825
194	80.08333333333333
195	80.08333333333333
195	79.09541666666667
196	79.09541666666667
196	81.50347826086956
197	81.50347826086956
197	80.47260869565217
198	80.47260869565217
198	79.44173913043478
199	79.44173913043478
199	78.4108695652174
200	78.4108695652174
200	77.46695652173914
201	77.46695652173914
201	93.3347619047619
202	93.3347619047619
202	97.06285714285714
203	97.06285714285714
203	96.02904761904763
204	96.02904761904763
204	94.9952380952381
205	94.9952380952381
205	93.96142857142857
206	93.96142857142857
206	92.92761904761905
207	92.92761904761905
207	91.89380952380952
208	91.89380952380952
208	90.86
209	90.86
209	94.58809523809524
210	94.58809523809524
210	98.33238095238096
211	98.33238095238096
211	97.34809523809524
212	97.34809523809524
212	101.18199999999999
213	101.18199999999999
213	100.1485
214	100.1485
214	99.115
215	99.115
215	98.0815
216	98.0815
216	102.048
217	102.048
217	101.0145
218	101.0145
218	99.981
219	99.981
219	98.9475
220	98.9475
220	97.914
221	97.914
221	96.88050000000001
222	96.88050000000001
222	95.84700000000001
223	95.84700000000001
223	94.8135
224	94.8135
224	93.78
